Titre,métier_sc,loc_sc,contrat,Titre_propre,Salaire,range_salaire,x_min,x_max,Salaire_avg
Consultant senior Conseil BI F/H,BI,Lyon,cdi,consultant senior conseil bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Chef de projet Microsoft BI H/F,BI,Lyon,cdi,chef de projet microsoft bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Power BI - Lyon / Freelance,BI,Lyon,freelance,consultant power bi lyon freelance,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Lyon F/H,BI,Lyon,cdi,consultant bi lyon f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant technique Power BI F/H,BI,Lyon,cdi,consultant technique power bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Gestionnaire fonctionnel de données / BI - F/H,BI,Lyon,cdi,gestionnaire fonctionnel de données bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Chef de Projets BI H/F,BI,Lyon,cdi,chef de projets bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CHEF DE PROJET BI F/H,BI,Lyon,cdi,chef de projet bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Chef de projet BI F/H,BI,Lyon,cdi,chef de projet bi f h,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT SENIOR BI F/H,BI,Lyon,cdi,consultant senior bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Chef de Projet Data Intelligence / BI F/H,BI,Lyon,cdi,chef de projet data intelligence bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Data Intelligence / BI F/H,BI,Lyon,cdi,consultant data intelligence bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Stage CONSULTANT BI LYON H/F,BI,Lyon,cdi,stage consultant bi lyon h f,2,50.5 - 67.5,50.5,67.5,50.5
Chef de Projet BI,BI,Lyon,cdi,chef de projet bi,2,50.5 - 67.5,50.5,67.5,50.5
BI TECHNICAL EXPERT,BI,Lyon,cdi,bi technical expert,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Décisionnel / BI H/F,BI,Lyon,cdi,ingénieur décisionnel bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage : Mise en œuvre de solution BI (H/F),BI,Lyon,stage,stage mise en œuvre de solution bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Finance Business Intelligence Intern,BI,Lyon,stage,finance business intelligence intern,2,50.5 - 67.5,50.5,67.5,50.5
Consultante/Consultant BI/Dataviz,BI,Lyon,cdi,consultante consultant bi dataviz,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT DÉCISIONNEL SENIOR - POWER BI,BI,Lyon,cdi,consultant décisionnel senior power bi,2,50.5 - 67.5,50.5,67.5,50.5
SPECIALISTE BI,BI,Lyon,cdi,specialiste bi,2,50.5 - 67.5,50.5,67.5,50.5
Régleur opérateur bi-broches (F/H),BI,Lyon,,régleur opérateur bi broches f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI H/F Lyon,BI,Lyon,,consultant bi h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI (H/F),BI,Lyon,,consultant microsoft bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Business Dev Consultant H/F Analytics / BI,BI,Lyon,cdi,business dev consultant h f analytics bi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI – Pentaho (H/F),BI,Lyon,,consultant bi pentaho h f,2,50.5 - 67.5,50.5,67.5,50.5
Responsable Pôle DATA / BI (H/F),BI,Lyon,cdi,responsable pôle data bi h f,2,50.5 - 67.5,50.5,67.5,50.5
SAP BW /BI,BI,Lyon,,sap bw bi,2,50.5 - 67.5,50.5,67.5,50.5
FREELANCE Consultant BI H/F Lyon,BI,Lyon,freelance,freelance consultant bi h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Stagiaire Consultant BI / Data H/F (Lyon),BI,Lyon,stage,stagiaire consultant bi data h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Consultant senior Conseil BI H/F (Lyon),BI,Lyon,cdi,consultant senior conseil bi h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Team Leader Microsoft BI & Azure H/F (Lyon),BI,Lyon,cdi,team leader microsoft bi azure h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI F/H,BI,Lyon,cdi,consultant microsoft bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Développeur décisionnel BI H/F,BI,Lyon,,développeur décisionnel bi h f,2,50.5 - 67.5,50.5,67.5,50.5
ANALYSTE FONCTIONNEL BI (Lyon) H/F,BI,Lyon,cdi,analyste fonctionnel bi lyon h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Confirmé Business Intelligence (H/F),BI,Lyon,,ingénieur confirmé business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
H/F Consultant Business Intelligence - BIGDATA,BI,Lyon,cdi,h f consultant business intelligence bigdata,2,50.5 - 67.5,50.5,67.5,50.5
H/F Consultant Business Intelligence PowerBI,BI,Lyon,cdi,h f consultant business intelligence powerbi,2,50.5 - 67.5,50.5,67.5,50.5
CHEF DE PROJET BI H/F,BI,Lyon,cdi,chef de projet bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT EXPERT BI H/F,BI,Lyon,cdi,consultant expert bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT SENIOR BI H/F,BI,Lyon,cdi,consultant senior bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT CONFIRME BI H/F,BI,Lyon,cdi,consultant confirme bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI/ Data Intelligence (H/F),BI,Lyon,cdi,consultant bi data intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Administrateur fonctionnel de données / BI - H/F,BI,Lyon,cdi,administrateur fonctionnel de données bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Confirmé BI / Data Intelligence (H/F),BI,Lyon,cdi,consultant confirmé bi data intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Senior H/F (Lyon),BI,Lyon,cdi,consultant bi senior h f lyon,2,50.5 - 67.5,50.5,67.5,50.5
Chef de projet BI H/F Lyon . CDI,BI,Lyon,cdi,chef de projet bi h f lyon cdi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant·e BI expérimenté·e,BI,Lyon,cdi,consultant e bi expérimenté e,2,50.5 - 67.5,50.5,67.5,50.5
Développeur Business Intelligence H/F,BI,Lyon,,développeur business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
H/F Ingénieur études et développement TMA BI & DATA,BI,Toulouse,,h f ingénieur études et développement tma bi data,2,50.5 - 67.5,50.5,67.5,50.5
Stagiaire - Développement BI / BigData - Domaine Client H/F,BI,Toulouse,stage,stagiaire développement bi bigdata domaine client h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI & data (H/F),BI,Toulouse,cdi,consultant microsoft bi data h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage BI / ETL F/H,BI,Toulouse,stage,stage bi etl f h,2,50.5 - 67.5,50.5,67.5,50.5
Stage BI / DataViz Retail F/H,BI,Toulouse,stage,stage bi dataviz retail f h,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT(E) BI H/F,BI,Toulouse,cdi,consultant e bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT(E) BI (H/F),BI,Toulouse,cdi,consultant e bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage Consultant BI / ETL Retail F/H,BI,Toulouse,stage,stage consultant bi etl retail f h,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT(E) TECHNICO FONCTIONNEL(LE) BI H/F,BI,Toulouse,cdi,consultant e technico fonctionnel le bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage Consultant BI / DataViz Retail F/H,BI,Toulouse,stage,stage consultant bi dataviz retail f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI F/H,BI,Toulouse,cdi,consultant bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant décisionnel Business Intelligence F/H,BI,Toulouse,cdi,consultant décisionnel business intelligence f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI / DataViz / DataMining F/H,BI,Toulouse,,consultant bi dataviz datamining f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI F/H,BI,Toulouse,cdi,consultant bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI F/H,BI,Toulouse,,consultant microsoft bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence / Informatique Décisionnell...,BI,Toulouse,cdi,consultant business intelligence informatique décisionnell,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence F/H,BI,Toulouse,cdi,consultant business intelligence f h,2,50.5 - 67.5,50.5,67.5,50.5
Développeur décisionnel / BI (H/F),BI,Toulouse,cdi,développeur décisionnel bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI F/H,BI,Toulouse,stage,consultant bi f h,2,50.5 - 67.5,50.5,67.5,50.5
consultant informatique BI - Toulouse - F/H,BI,Toulouse,,consultant informatique bi toulouse f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant(e) BI H/F,BI,Toulouse,cdi,consultant e bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI expérimenté (H/F),BI,Toulouse,cdi,consultant bi expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur BI Industrielle - Transport Aérien F/H,BI,Toulouse,cdi,ingénieur bi industrielle transport aérien f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Toulouse F/H,BI,Toulouse,cdi,consultant bi toulouse f h,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur BI/ETL H/F,BI,Toulouse,cdi,ingénieur bi etl h f,2,50.5 - 67.5,50.5,67.5,50.5
Analyste Bi F/H,BI,Toulouse,cdi,analyste bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Expert(e) Technique Business Intelligence H/F,BI,Toulouse,cdi,expert e technique business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Chef de Projet Business Intelligence H/F,BI,Toulouse,cdi,chef de projet business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI,BI,Toulouse,,consultant bi,2,50.5 - 67.5,50.5,67.5,50.5
Solution Architect expérimenté(e) - Business Intelligence H/...,BI,Toulouse,stage,solution architect expérimenté e business intelligence h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI 2.0 expérimenté H/F,BI,Toulouse,cdi,consultant bi expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI 2.0 expérimenté H/F,BI,Toulouse,stage,consultant bi expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
H/F Ingénieur d'étude BI & Data,BI,Toulouse,,h f ingénieur d étude bi data,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI (H/F),BI,Toulouse,,consultant bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant en Data Visualisation - Business Intelligence H/F,BI,Toulouse,stage,consultant en data visualisation business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence H/F,BI,Toulouse,cdi,consultant business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur d’études et développement Microsoft BI H/F,BI,Toulouse,,ingénieur d études et développement microsoft bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI (H/F),BI,Toulouse,stage,consultant bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI – (H/F),BI,Toulouse,cdi,consultant microsoft bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence (H/F),BI,Toulouse,cdi,consultant business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Senior Technology Transformation Business Intelligence,BI,Toulouse,,senior technology transformation business intelligence,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI / DataViz F/H,BI,Toulouse,cdi,consultant bi dataviz f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant SAP BI H/F,BI,Toulouse,,consultant sap bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Manager opérationnel BI H/F (Toulouse),BI,Toulouse,cdi,manager opérationnel bi h f toulouse,2,50.5 - 67.5,50.5,67.5,50.5
Concepteur Développeur Power BI H/F,BI,Toulouse,stage,concepteur développeur power bi h f,2,50.5 - 67.5,50.5,67.5,50.5
EXPERT BI H/F,BI,Toulouse,cdi,expert bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI (H/F) - Bordeaux,BI,Bordeaux,cdi,consultant microsoft bi h f bordeaux,2,50.5 - 67.5,50.5,67.5,50.5
Consultant SAP BI / Freelance,BI,Bordeaux,freelance,consultant sap bi freelance,2,50.5 - 67.5,50.5,67.5,50.5
Consultant en Business Intelligence F/H,BI,Bordeaux,cdi,consultant en business intelligence f h,2,50.5 - 67.5,50.5,67.5,50.5
Développeur BI Junior ou confirmé,BI,Bordeaux,cdd,développeur bi junior ou confirmé,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Développement BI Talend F/H,BI,Bordeaux,cdi,ingénieur développement bi talend f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Développeur BI BODS / Freelance,BI,Bordeaux,freelance,consultant développeur bi bods freelance,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI H/F,BI,Bordeaux,,consultant bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Developpeur BI - Bordeaux - Montreal Associates,BI,Bordeaux,,developpeur bi bordeaux montreal associates,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Power BI (H/F),BI,Bordeaux,cdi,consultant power bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI (H/F),BI,Bordeaux,cdi,consultant microsoft bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Décisionnel BI Expérimenté H/F,BI,Bordeaux,cdi,consultant décisionnel bi expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
Responsable BI et data transformation H/F,BI,Bordeaux,cdi,responsable bi et data transformation h f,2,50.5 - 67.5,50.5,67.5,50.5
Cursus bi-diplômant avec l'Ecole navale H/F,BI,Bordeaux,stage,cursus bi diplômant avec l ecole navale h f,2,50.5 - 67.5,50.5,67.5,50.5
Expert BI - REF K- Freelance H/F,BI,Bordeaux,freelance,expert bi ref k freelance h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Débutant H/F,BI,Bordeaux,cdi,consultant bi débutant h f,2,50.5 - 67.5,50.5,67.5,50.5
Responsable BI et Data Transformation H/F,BI,Bordeaux,cdi,responsable bi et data transformation h f,2,50.5 - 67.5,50.5,67.5,50.5
Développeur Microsoft BI F/H,BI,Bordeaux,cdi,développeur microsoft bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Fonctionnel Expérimenté (H/F),BI,Bordeaux,cdi,consultant bi fonctionnel expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
Teach Lead Microsoft BI F/H,BI,Bordeaux,cdi,teach lead microsoft bi f h,2,50.5 - 67.5,50.5,67.5,50.5
RESPONSABLE BI & DATA TRANSFORMATION,BI,Bordeaux,cdi,responsable bi data transformation,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence,BI,Bordeaux,cdi,consultant business intelligence,2,50.5 - 67.5,50.5,67.5,50.5
Concepteur Développeur BI ETL / Freelance,BI,Bordeaux,freelance,concepteur développeur bi etl freelance,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence / Informatique Décisionnell...,BI,Bordeaux,cdi,consultant business intelligence informatique décisionnell,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI,BI,Bordeaux,,consultant bi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Microsoft BI F/H,BI,Bordeaux,cdi,consultant microsoft bi f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Business Intelligence H/F,BI,Bordeaux,cdi,consultant business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI Talend F/H,BI,Bordeaux,cdi,consultant bi talend f h,2,50.5 - 67.5,50.5,67.5,50.5
Expert(e) Technique Business Intelligence H/F,BI,Bordeaux,cdi,expert e technique business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Chef de Projet Business Intelligence H/F,BI,Bordeaux,cdi,chef de projet business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT BI / MICROSTRATEGY H/F,BI,Bordeaux,cdi,consultant bi microstrategy h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant technique BI (H/F),BI,Bordeaux,,consultant technique bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant décisionnel BI expérimenté H/F,BI,Bordeaux,stage,consultant décisionnel bi expérimenté h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT BI,BI,Bordeaux,,consultant bi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI informatica / Freelance,BI,Bordeaux,freelance,consultant bi informatica freelance,2,50.5 - 67.5,50.5,67.5,50.5
REFERENT TECHNIQUE BI (H/F),BI,Bordeaux,,referent technique bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Responsable BI et Data Transformation H/F - Informatique et...,BI,Bordeaux,,responsable bi et data transformation h f informatique et,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI (HF),BI,Bordeaux,cdi,consultant bi hf,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI (HF),BI,Bordeaux,cdi,consultant bi hf,2,50.5 - 67.5,50.5,67.5,50.5
INGENIEUR BI (H/F),BI,Bordeaux,cdi,ingenieur bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Data/BI (H/F) - BDX,BI,Bordeaux,cdi,ingénieur data bi h f bdx,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur de Développements Décisionnel BI - H/F,BI,Bordeaux,cdi,ingénieur de développements décisionnel bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI H/F,BI,Bordeaux,cdi,consultant bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Leader Technique BI H/F (Bordeaux),BI,Bordeaux,cdi,leader technique bi h f bordeaux,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI / Dataviz H/F (Bordeaux),BI,Bordeaux,cdi,consultant bi dataviz h f bordeaux,2,50.5 - 67.5,50.5,67.5,50.5
Consultant AMOA BI,BI,Bordeaux,cdi,consultant amoa bi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant en Business Intelligence H/F,BI,Bordeaux,cdi,consultant en business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI SAP-BO H/F,BI,Bordeaux,,consultant bi sap bo h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI H/F (Bordeaux),BI,Bordeaux,cdi,consultant bi h f bordeaux,2,50.5 - 67.5,50.5,67.5,50.5
Responsable de domaine IT BI/CRM/DATA h/f,BI,Bordeaux,cdi,responsable de domaine it bi crm data h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage : Consultant Business Intelligence (H/F),BI,Nantes,stage,stage consultant business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
INGÉNIEUR BI TALEND H/F NANTES,BI,Nantes,,ingénieur bi talend h f nantes,2,50.5 - 67.5,50.5,67.5,50.5
Stage : Consultant Business Intelligence (H/F),BI,Nantes,stage,stage consultant business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Business Intelligence (H/F),BI,Nantes,,ingénieur business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Microsoft BI H/F NANTES,BI,Nantes,,ingénieur microsoft bi h f nantes,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT BI / ETL - H/F,BI,Nantes,cdi,consultant bi etl h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant en Business Intelligence F/H,BI,Nantes,cdi,consultant en business intelligence f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Décisionnel Power BI Indépendant (H/F),BI,Nantes,cdi,consultant décisionnel power bi indépendant h f,2,50.5 - 67.5,50.5,67.5,50.5
Un consultant POWER BI sur Nantes / Freelance,BI,Nantes,freelance,un consultant power bi sur nantes freelance,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT BI H/F RENNES,BI,Nantes,stage,consultant bi h f rennes,2,50.5 - 67.5,50.5,67.5,50.5
Développeur - Business Intelligence - Banque - F/H,BI,Nantes,stage,développeur business intelligence banque f h,2,50.5 - 67.5,50.5,67.5,50.5
Développeur(se) décisionnel - Business Intelligence,BI,Nantes,cdi,développeur se décisionnel business intelligence,2,50.5 - 67.5,50.5,67.5,50.5
consultant informatique BI - Nantes - F / H,BI,Nantes,,consultant informatique bi nantes f h,2,50.5 - 67.5,50.5,67.5,50.5
consultant informatique Décisionnel Power BI (H/F),BI,Nantes,,consultant informatique décisionnel power bi h f,2,50.5 - 67.5,50.5,67.5,50.5
DEVELOPPEUR BI H/F NANTES,BI,Nantes,,developpeur bi h f nantes,2,50.5 - 67.5,50.5,67.5,50.5
Consultant SAP BI / BW - Nantes H/F,BI,Nantes,cdi,consultant sap bi bw nantes h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage Consultant(e) BI H/F,BI,Nantes,cdi,stage consultant e bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Développeur Business Intelligence (H/F),BI,Nantes,cdi,développeur business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
"Business Analyst SAS, SQL, BO BI / Freelance",BI,Nantes,freelance,business analyst sas sql bo bi freelance,2,50.5 - 67.5,50.5,67.5,50.5
Scrum Master BI (H/F) - Nantes / Freelance,BI,Nantes,freelance,scrum master bi h f nantes freelance,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI / Décisionnel F/H,BI,Nantes,cdi,consultant bi décisionnel f h,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI H/F,BI,Nantes,cdi,consultant bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Développeur Business Intelligence - Stage (H/F),BI,Nantes,stage,développeur business intelligence stage h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Data & BI Microsoft (Power BI/Azure) (H/F)),BI,Nantes,cdi,consultant data bi microsoft power bi azure h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage-Consultant BI H/F-Nantes,BI,Nantes,stage,stage consultant bi h f nantes,2,50.5 - 67.5,50.5,67.5,50.5
Consultant AMOE BI H/F,BI,Nantes,cdi,consultant amoe bi h f,2,50.5 - 67.5,50.5,67.5,50.5
MANAGER SOLUTIONS BI,BI,Nantes,cdi,manager solutions bi,2,50.5 - 67.5,50.5,67.5,50.5
Consultant SAP BI (H/F),BI,Nantes,,consultant sap bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT POWER BI,BI,Nantes,cdi,consultant power bi,2,50.5 - 67.5,50.5,67.5,50.5
Chef de projet BI (H/F),BI,Nantes,cdi,chef de projet bi h f,2,50.5 - 67.5,50.5,67.5,50.5
BI Developer,BI,Nantes,,bi developer,2,50.5 - 67.5,50.5,67.5,50.5
Analyste Développeur BI (H/F),BI,Nantes,,analyste développeur bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant BI COGNOS - H/F,BI,Nantes,cdi,consultant bi cognos h f,2,50.5 - 67.5,50.5,67.5,50.5
"Gestionnaire d'applications ERP,CRM,BI -Nantes (F/H)",BI,Nantes,cdi,gestionnaire d applications erp crm bi nantes f h,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT SAP BI / BO - H/F,BI,Nantes,cdi,consultant sap bi bo h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT BI REPORTING - H/F,BI,Nantes,cdi,consultant bi reporting h f,2,50.5 - 67.5,50.5,67.5,50.5
Manager BI & Dataviz H/F,BI,Nantes,cdi,manager bi dataviz h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant Expérimenté BI (H/F),BI,Nantes,,consultant expérimenté bi h f,2,50.5 - 67.5,50.5,67.5,50.5
CONSULTANT(E) BUSINESS INTELLIGENCE H/F,BI,Nantes,cdi,consultant e business intelligence h f,2,50.5 - 67.5,50.5,67.5,50.5
Consultant MS Business Intelligence - NTES (H/F),BI,Nantes,cdi,consultant ms business intelligence ntes h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur BI (H/F),BI,Nantes,stage,ingénieur bi h f,2,50.5 - 67.5,50.5,67.5,50.5
Financial Data Scientist,Data_scientist,Paris,,financial data scientist,2,50.5 - 67.5,50.5,67.5,50.5
DATA SCIENTIST- F/H,Data_scientist,Paris,cdi,data scientist f h,2,50.5 - 67.5,50.5,67.5,50.5
DATA SCIENTIST CONFIRME- F/H,Data_scientist,Paris,cdi,data scientist confirme f h,2,50.5 - 67.5,50.5,67.5,50.5
STAGE – DATA SCIENTIST - H/F,Data_scientist,Paris,stage,stage data scientist h f,2,50.5 - 67.5,50.5,67.5,50.5
STAGE – DATA SCIENTIST NLP - H/F,Data_scientist,Paris,stage,stage data scientist nlp h f,2,50.5 - 67.5,50.5,67.5,50.5
STAGE - DATA SCIENCE : DYNAMIC PRICING - H/F,Data_scientist,Paris,stage,stage data science dynamic pricing h f,2,50.5 - 67.5,50.5,67.5,50.5
STAGE – ACTUAIRE DATA SCIENTIST PRICING P&C - H/F,Data_scientist,Paris,stage,stage actuaire data scientist pricing p c h f,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist – Paris (75)-(H/F),Data_scientist,Paris,cdi,data scientist paris h f,2,50.5 - 67.5,50.5,67.5,50.5
Stage Data Science H/F (Paris),Data_scientist,Paris,stage,stage data science h f paris,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist / R&D – Optimisation énergétique & IA,Data_scientist,Paris,cdi,data scientist r d optimisation énergétique ia,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist (F/H),Data_scientist,Paris,,data scientist f h,2,50.5 - 67.5,50.5,67.5,50.5
DATA SCIENTIST - H/F,Data_scientist,Paris,cdi,data scientist h f,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist - H/F,Data_scientist,Paris,cdi,data scientist h f,2,50.5 - 67.5,50.5,67.5,50.5
INTERN - Data Scientist (m/w/d),Data_scientist,Paris,stage,intern data scientist m w d,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist,Data_scientist,Paris,,data scientist,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist,Data_scientist,Paris,,data scientist,2,50.5 - 67.5,50.5,67.5,50.5
Senior Data Scientist,Data_scientist,Paris,cdi,senior data scientist,2,50.5 - 67.5,50.5,67.5,50.5
RESPONSABLE DATA SCIENCE ET AI - H/F,Data_scientist,Paris,cdi,responsable data science et ai h f,2,50.5 - 67.5,50.5,67.5,50.5
Supply Chain Data Scientist (H/F),Data_scientist,Paris,cdi,supply chain data scientist h f,2,50.5 - 67.5,50.5,67.5,50.5
Deep Learning Architect - ML Labs,Data_scientist,Paris,,deep learning architect ml labs,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur Computer Vision et algorithmes/Deep Learning F/H,Data_scientist,Paris,cdi,ingénieur computer vision et algorithmes deep learning f h,2,50.5 - 67.5,50.5,67.5,50.5
Data Scientist / Freelance,Data_scientist,Paris,freelance,data scientist freelance,2,50.5 - 67.5,50.5,67.5,50.5
Data Manager / Data Scientist H/F,Data_scientist,Paris,cdi,data manager data scientist h f,2,50.5 - 67.5,50.5,67.5,50.5
Ingénieur R&D Machine Learning - Post-doctorat F/H,Data_scientist,Paris,cdi,ingénieur r d machine learning post doctorat f h,2,50.5 - 67.5,50.5,67.5,50.5
